training_time,data_size
0.005587339401245117,28
0.011288881301879883,56
0.02830028533935547,84
0.8056399822235107,281
6.510836362838745,562
21.62991189956665,843
52.04775285720825,1124
106.39341711997986,1405
181.4751489162445,1686
280.653448343277,1967
416.1600501537323,2247
595.8049988746643,2529
808.9392309188843,2809
