resource, time
1.0, 8.940000000000001
2.0, 4.066999999999999
3.0, 2.9810000000000003
4.0, 2.183
5.0, 2.089
6.0, 1.523
7.0, 1.478
8.0, 1.189
9.0, 1.1652200000000001
10.0, 1.1419156000000001
11.0, 1.1190772880000002
12.0, 1.09669574224
13.0, 1.0747618273952
14.0, 1.053266590847296
15.0, 1.03220125903035
16.0, 1.011557233849743
