resource, time
1.0, 13.209999999999999
2.0, 6.077000000000001
3.0, 4.4079999999999995
4.0, 3.245
5.0, 3.0749999999999997
6.0, 2.265
7.0, 2.19
8.0, 1.7730000000000001
9.0, 1.73754
10.0, 1.7027892
11.0, 1.668733416
12.0, 1.63535874768
13.0, 1.6026515727264
14.0, 1.570598541271872
15.0, 1.5391865704464345
16.0, 1.5084028390375057
