resource, time
1.0, 7.5680000000000005
2.0, 3.3550000000000004
3.0, 2.4139999999999997
4.0, 1.8020000000000003
5.0, 1.6759999999999997
6.0, 1.2619999999999998
7.0, 1.223
8.0, 0.992
9.0, 0.97216
10.0, 0.9527168
11.0, 0.933662464
12.0, 0.9149892147199999
13.0, 0.8966894304255999
14.0, 0.8787556418170879
15.0, 0.8611805289807462
16.0, 0.8439569184011312
