resource, time
1.0, 1.48
2.0, 0.692
3.0, 0.511
4.0, 0.372
5.0, 0.301
6.0, 0.259
7.0, 0.225
8.0, 0.20299999999999999
9.0, 0.19893999999999998
10.0, 0.19496119999999997
11.0, 0.19106197599999997
12.0, 0.18724073647999998
13.0, 0.18349592175039997
14.0, 0.17982600331539197
15.0, 0.17622948324908413
16.0, 0.17270489358410246
