resource, time
1.0, 14.410000000000002
2.0, 6.741999999999999
3.0, 5.039
4.0, 3.5980000000000003
5.0, 3.4769999999999994
6.0, 2.5349999999999997
7.0, 2.433
8.0, 1.9739999999999998
9.0, 1.9345199999999998
10.0, 1.8958295999999997
11.0, 1.8579130079999997
12.0, 1.8207547478399997
13.0, 1.7843396528831996
14.0, 1.7486528598255355
15.0, 1.7136798026290248
16.0, 1.6794062065764441
