resource, time
1.0, 4.514
2.0, 2.0249999999999995
3.0, 1.512
4.0, 1.097
5.0, 1.0560000000000003
6.0, 0.767
7.0, 0.7409999999999999
8.0, 0.613
9.0, 0.6007399999999999
10.0, 0.5887252
11.0, 0.5769506959999999
12.0, 0.5654116820799999
13.0, 0.5541034484383999
14.0, 0.5430213794696319
15.0, 0.5321609518802393
16.0, 0.5215177328426345
