resource, time
1.0, 11.64
2.0, 5.398000000000001
3.0, 3.972
4.0, 2.8750000000000004
5.0, 2.7969999999999997
6.0, 2.021
7.0, 1.9259999999999997
8.0, 1.5770000000000002
9.0, 1.54546
10.0, 1.5145508
11.0, 1.484259784
12.0, 1.45457458832
13.0, 1.4254830965536
14.0, 1.396973434622528
15.0, 1.3690339659300774
16.0, 1.3416532866114759
