resource, time
1.0, 3.018
2.0, 1.3609999999999998
3.0, 0.9849999999999998
4.0, 0.739
5.0, 0.6839999999999999
6.0, 0.525
7.0, 0.483
8.0, 0.41600000000000004
9.0, 0.40768000000000004
10.0, 0.39952640000000006
11.0, 0.39153587200000006
12.0, 0.38370515456000004
13.0, 0.3760310514688
14.0, 0.368510430439424
15.0, 0.3611402218306355
16.0, 0.35391741739402277
