resource, time
1.0, 10.19
2.0, 4.743
3.0, 3.4510000000000005
4.0, 2.532
5.0, 2.464
6.0, 1.7740000000000002
7.0, 1.6969999999999998
8.0, 1.3850000000000002
9.0, 1.3573000000000002
10.0, 1.330154
11.0, 1.30355092
12.0, 1.2774799016
13.0, 1.251930303568
14.0, 1.22689169749664
15.0, 1.202353863546707
16.0, 1.1783067862757728
